fifa19-prod-app-pc-01.bio-dub.ea.com,10.74.233.29,159.153.62.29,prod
fifa19-prod-app-pc-02.bio-dub.ea.com,10.74.233.26,159.153.62.26,prod
fifa19-prod-app-pc-03.bio-dub.ea.com,10.74.233.28,159.153.62.28,prod
fifa19-prod-app-pc-04.bio-dub.ea.com,10.74.233.27,159.153.62.27,prod
fifa19-prod-app-ps3-01.bio-dub.ea.com,10.74.233.25,159.153.62.25,prod
fifa19-prod-app-ps3-02.bio-dub.ea.com,10.74.233.24,159.153.62.24,prod
fifa19-prod-app-xbl2-01.bio-dub.ea.com,10.74.233.23,159.153.62.23,prod
fifa19-prod-app-xbl2-02.bio-dub.ea.com,10.74.233.22,159.153.62.22,prod
fifa19-prod-app-nx-01.bio-dub.ea.com,10.74.233.20,159.153.62.20,prod
fifa19-prod-app-nx-02.bio-dub.ea.com,10.74.233.21,159.153.62.21,prod
